attendance	team1	team2	goals	tie	pk	stage	round	year	date	time	stadium	referee	url
54367	Nigeria	Italy	2-Jan	FALSE	FALSE	1/8 FINAL	FALSE	1994	5-07-1994 (12:00 h)	12:00	"Foxboro Stadium (Foxboro, Boston)"	Arturo Brizio Carter (MEX)	1994_USA_FS.htm
71030	Mexico	Bulgaria	1-Jan	FALSE	0-0 (GarcÌÄå_a Aspe [out]); 0-0 (BalÌãåÄkov [saved]) / 0-0 (Bernal [saved]); 0-1 (Genchev) / 0-1 (RodrÌÄå_guez [saved]); 0-2 (Borimirov) / 1-2 (SuÌÄåÁrez); 1-3 (Lechkov)	1/8 FINAL	FALSE	1994	5-07-1994 (16:30 h)	16:30	"Giants Stadium (New Jersey, New York)"	Jamal al-Sharif (SYR)	1994_USA_FS.htm
54605	Italy	Spain	1-Feb	FALSE	FALSE	1/4 FINAL	FALSE	1994	9-07-1994 (12:00 h)	12:00	"Foxboro Stadium (Foxboro, Boston)"	SÌÄåÁndor Puhl (HUN)	1994_USA_FS.htm
63998	Netherlands	Brazil	3-Feb	FALSE	FALSE	1/4 FINAL	FALSE	1994	9-07-1994 (14:30 h)	14:30	Cotton Bowl (Dallas)	Rodrigo Badilla (CRC)	1994_USA_FS.htm
72416	Bulgaria	Germany	1-Feb	FALSE	FALSE	1/4 FINAL	FALSE	1994	10-07-1994 (12:00 h)	12:00	"Giants Stadium (New Jersey, New York)"	JosÌÄå© JoaquÌÄå_n Torres (COL)	1994_USA_FS.htm
81715	Romania	Sweden	2-Feb	FALSE	0-0 (Mild [out]); 1-0 (RÌãåÄducioiu) / 1-1 (K. Andersson); 2-1 (Hagi) / 2-2 (Brolin); 3-2 (Lupescu) / 3-3 (Ingesson); 3-3 (Petrescu [saved]) / 3-4 (R. Nilsson); 4-4 (Dumitrescu) // [decisive shots] 4-5 (Larsson); 4-5 (Belodedici [saved])	1/4 FINAL	FALSE	1994	10-07-1994 (12:30 h)	12:30	"Stanford Stadium (Palo Alto, San Francisco)"	Philip Don (ENG)	1994_USA_FS.htm
77094	Bulgaria	Italy	2-Jan	FALSE	FALSE	1/2 FINAL	FALSE	1994	13-07-1994 (16:00 h)	16:00	"Giants Stadium (New Jersey, New York)"	JoÌÄåÇl Quiniou (FRA)	1994_USA_FS.htm
84569	Sweden	Brazil	0-1	FALSE	FALSE	1/2 FINAL	FALSE	1994	13-07-1994 (16:30 h)	16:30	"Rose Bowl (Pasadena, Los Angeles)"	JosÌÄå© JoaquÌÄå_n Torres (COL)	1994_USA_FS.htm
83716	Sweden	Bulgaria	Apr-00	FALSE	FALSE	PLACES 3-4	FALSE	1994	16-07-1994 (12:30 h)	12:30	"Rose Bowl (Pasadena, Los Angeles)"	Ali Mohammed Bujsaim (UAE)	1994_USA_FS.htm
94194	Brazil	Italy	-	FALSE	0-0 (Baresi [out]); 0-0 (MÌÄåÁrcio Santos [saved]) / 0-1 (Albertini); 1-1 (RomÌÄåÁrio) / 1-2 (Evani); 2-2 (Branco) / 2-2 (Massaro [saved]); 3-2 (Dunga) / 3-2 (R. Baggio [out])	FINAL ROUND	FALSE	1994	17-07-1994 (12:30 h)	12:30	"Rose Bowl (Pasadena, Los Angeles)"	SÌÄåÁndor Puhl (HUN)	1994_USA_FS.htm
80000	Brazil	Scotland	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	10-06-1998 (17:30 h)	17:30	"Stade de France (Saint-Denis , Paris)"	JosÌÄå© MarÌÄå_a GarcÌÄå_a-Aranda (SPA)	1998_FRANCE_FS.htm
28750	Morocco	Norway	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	10-06-1998 (21:00 h)	21:00	Stade de la Mosson (Montpellier)	Pirom Un-Prasert (THA)	1998_FRANCE_FS.htm
31800	Italy	Chile	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	11-06-1998 (17:30 h)	17:30	Parc Lescure (Bordeaux)	Lucien Bouchardeau (NGR)	1998_FRANCE_FS.htm
37500	Cameroon	Austria	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	11-06-1998 (21:00 h)	21:00	Stade Municipal (Toulouse)	Epifanio GonzÌÄåÁlez ChÌÄåÁvez (PAR)	1998_FRANCE_FS.htm
27650	Paraguay	Bulgaria	-	FALSE	FALSE	GROUP STAGE	FALSE	1998	12-06-1998 (14:30 h)	14:30	Stade de la Mosson (Montpellier)	Abdulrahman al-Zeid (KSA)	1998_FRANCE_FS.htm
38140	Saudi Arabia	Denmark	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1998	12-06-1998 (17:30 h)	17:30	FÌÄå©lix Bollaert (Lens)	Javier Alberto Castrilli (ARG)	1998_FRANCE_FS.htm
55077	France	South Africa	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	12-06-1998 (21:00 h)	21:00	VÌÄå©lodrome (Marseille)	MÌÄåÁrcio Rezende de Freitas (BRA)	1998_FRANCE_FS.htm
33257	Spain	Nigeria	3-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	13-06-1998 (14:30 h)	14:30	La Beaujoire (Nantes)	Esfandiar Baharmast (USA)	1998_FRANCE_FS.htm
37588	South Korea	Mexico	3-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	13-06-1998 (17:30 h)	17:30	Stade de Gerland (Lyon)	GÌÄå_nter BenkÌÄå_ (AUT)	1998_FRANCE_FS.htm
75000	Netherlands	Belgium	-	FALSE	FALSE	GROUP STAGE	FALSE	1998	13-06-1998 (21:00 h)	21:00	"Stade de France (Saint-Denis , Paris)"	Pierluigi Collina (ITA)	1998_FRANCE_FS.htm
33400	Argentina	Japan	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	14-06-1998 (14:30 h)	14:30	Stade Municipal (Toulouse)	Mario van der Ende (NED)	1998_FRANCE_FS.htm
30392	Yugoslavia	Iran	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	14-06-1998 (17:30 h)	17:30	Geoffroy Guichard (Saint-ÌÄåätienne)	Alberto Tejada (PER)	1998_FRANCE_FS.htm
38058	Jamaica	Croatia	3-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	14-06-1998 (21:00 h)	21:00	FÌÄå©lix Bollaert (Lens)	VÌÄå_tor Manuel Melo Pereira (POR)	1998_FRANCE_FS.htm
54587	England	Tunisia	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	15-06-1998 (14:30 h)	14:30	VÌÄå©lodrome (Marseille)	Masayoshi Okada (JAP)	1998_FRANCE_FS.htm
37572	Romania	Colombia	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	15-06-1998 (17:30 h)	17:30	Stade de Gerland (Lyon)	An-Yan Lim Kee Chong (MAU)	1998_FRANCE_FS.htm
43815	Germany	USA	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	15-06-1998 (21:00 h)	21:00	Parc des Princes (Paris)	SaÌÄåød Belqola (MOR)	1998_FRANCE_FS.htm
30236	Scotland	Norway	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	16-06-1998 (17:30 h)	17:30	Parc Lescure (Bordeaux)	LÌÄåÁszlÌÄå_ VÌÄåÁgner (HUN)	1998_FRANCE_FS.htm
33266	Brazil	Morocco	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	16-06-1998 (21:00 h)	21:00	La Beaujoire (Nantes)	Nikolaj Levnikov (RUS)	1998_FRANCE_FS.htm
30392	Chile	Austria	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	17-06-1998 (17:30 h)	17:30	Geoffroy Guichard (Saint-ÌÄåätienne)	Gamal el-Ghandour (EGY)	1998_FRANCE_FS.htm
35000	Italy	Cameroon	Mar-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	17-06-1998 (21:00 h)	21:00	Stade de la Mosson (Montpellier)	Edward Lennie (AUS)	1998_FRANCE_FS.htm
36500	South Africa	Denmark	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	18-06-1998 (17:30 h)	17:30	Stade Municipal (Toulouse)	John Jairo Toro (COL)	1998_FRANCE_FS.htm
75000	France	Saudi Arabia	Apr-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	18-06-1998 (21:00 h)	21:00	"Stade de France (Saint-Denis , Paris)"	Arturo Brizio Carter (MEX)	1998_FRANCE_FS.htm
48500	Nigeria	Bulgaria	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	19-06-1998 (17:30 h)	17:30	Parc des Princes (Paris)	Mario SÌÄåÁnchez YantÌÄå©n (CHI)	1998_FRANCE_FS.htm
35300	Spain	Paraguay	-	FALSE	FALSE	GROUP STAGE	FALSE	1998	19-06-1998 (21:00 h)	21:00	Geoffroy Guichard (Saint-ÌÄåätienne)	Ian McLeod (SAF)	1998_FRANCE_FS.htm
39000	Japan	Croatia	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1998	20-06-1998 (14:30 h)	14:30	La Beaujoire (Nantes)	Ramesh Ramdhan (TRI)	1998_FRANCE_FS.htm
34750	Belgium	Mexico	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	20-06-1998 (17:30 h)	17:30	Parc Lescure (Bordeaux)	Hugh Dallas (SCO)	1998_FRANCE_FS.htm
55000	Netherlands	South Korea	May-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	20-06-1998 (21:00 h)	21:00	VÌÄå©lodrome (Marseille)	Ryszard WÌÄå_jcik (POL)	1998_FRANCE_FS.htm
41275	Germany	Yugoslavia	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	21-06-1998 (14:30 h)	14:30	FÌÄå©lix Bollaert (Lens)	Kim Milton Nielsen (DEN)	1998_FRANCE_FS.htm
48500	Argentina	Jamaica	May-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	21-06-1998 (17:30 h)	17:30	Parc des Princes (Paris)	Rune Pedersen (NOR)	1998_FRANCE_FS.htm
44000	USA	Iran	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	21-06-1998 (21:00 h)	21:00	Stade de Gerland (Lyon)	Urs Meier (SWI)	1998_FRANCE_FS.htm
35500	Colombia	Tunisia	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	22-06-1998 (17:30 h)	17:30	Stade de la Mosson (Montpellier)	Bernd Heynemann (GER)	1998_FRANCE_FS.htm
37500	Romania	England	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	22-06-1998 (21:00 h)	21:00	Stade Municipal (Toulouse)	Marc Batta (FRA)	1998_FRANCE_FS.htm
39000	Chile	Cameroon	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	23-06-1998 (16:00 h)	16:00	La Beaujoire (Nantes)	LÌÄåÁszlÌÄå_ VÌÄåÁgner (HUN)	1998_FRANCE_FS.htm
75000	Italy	Austria	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	23-06-1998 (16:00 h)	16:00	"Stade de France (Saint-Denis , Paris)"	Paul Durkin (ENG)	1998_FRANCE_FS.htm
60000	Brazil	Norway	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	23-06-1998 (21:00 h)	21:00	VÌÄå©lodrome (Marseille)	Esfandiar Baharmast (USA)	1998_FRANCE_FS.htm
35500	Scotland	Morocco	0-3	FALSE	FALSE	GROUP STAGE	FALSE	1998	23-06-1998 (21:00 h)	21:00	Geoffroy Guichard (Saint-ÌÄåätienne)	Ali Mohammed Bujsaim (UAE)	1998_FRANCE_FS.htm
43500	France	Denmark	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	24-06-1998 (16:00 h)	16:00	Stade de Gerland (Lyon)	Pierluigi Collina (ITA)	1998_FRANCE_FS.htm
34500	South Africa	Saudi Arabia	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	24-06-1998 (16:00 h)	16:00	Parc Lescure (Bordeaux)	Mario SÌÄåÁnchez YantÌÄå©n (CHI)	1998_FRANCE_FS.htm
37500	Nigeria	Paraguay	3-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	24-06-1998 (21:00 h)	21:00	Stade Municipal (Toulouse)	Pirom Un-Prasert (THA)	1998_FRANCE_FS.htm
41275	Spain	Bulgaria	1-Jun	FALSE	FALSE	GROUP STAGE	FALSE	1998	24-06-1998 (21:00 h)	21:00	FÌÄå©lix Bollaert (Lens)	Mario van der Ende (NED)	1998_FRANCE_FS.htm
35500	Netherlands	Mexico	2-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1998	25-06-1998 (16:00 h)	16:00	Geoffroy Guichard (Saint-ÌÄåätienne)	Abdulrahman al-Zeid (KSA)	1998_FRANCE_FS.htm
48500	Belgium	South Korea	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	25-06-1998 (16:00 h)	16:00	Parc des Princes (Paris)	MÌÄåÁrcio Rezende de Freitas (BRA)	1998_FRANCE_FS.htm
39000	USA	Yugoslavia	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1998	25-06-1998 (21:00 h)	21:00	La Beaujoire (Nantes)	Gamal el-Ghandour (EGY)	1998_FRANCE_FS.htm
35500	Germany	Iran	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	25-06-1998 (21:00 h)	21:00	Stade de la Mosson (Montpellier)	Epifanio GonzÌÄåÁlez ChÌÄåÁvez (PAR)	1998_FRANCE_FS.htm
36500	Argentina	Croatia	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1998	26-06-1998 (16:00 h)	16:00	Parc Lescure (Bordeaux)	SaÌÄåød Belqola (MOR)	1998_FRANCE_FS.htm
43500	Japan	Jamaica	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	26-06-1998 (16:00 h)	16:00	Stade de Gerland (Lyon)	GÌÄå_nter BenkÌÄå_ (AUT)	1998_FRANCE_FS.htm
41275	Colombia	England	0-2	FALSE	FALSE	GROUP STAGE	FALSE	1998	26-06-1998 (21:00 h)	21:00	FÌÄå©lix Bollaert (Lens)	Arturo Brizio Carter (MEX)	1998_FRANCE_FS.htm
80000	Romania	Tunisia	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1998	26-06-1998 (21:00 h)	21:00	"Stade de France (Saint-Denis , Paris)"	Edward Lennie (AUS)	1998_FRANCE_FS.htm
60000	Italy	Norway	Jan-00	FALSE	FALSE	1/8 FINAL	FALSE	1998	27-06-1998 (16:30 h)	16:30	VÌÄå©lodrome (Marseille)	Bernd Heynemann (GER)	1998_FRANCE_FS.htm
48500	Brazil	Chile	1-Apr	FALSE	FALSE	1/8 FINAL	FALSE	1998	27-06-1998 (21:00 h)	21:00	Parc des Princes (Paris)	Marc Batta (FRA)	1998_FRANCE_FS.htm
41275	France	Paraguay	Jan-00	FALSE	FALSE	1/8 FINAL	FALSE	1998	28-06-1998 (16:30 h)	16:30	FÌÄå©lix Bollaert (Lens)	Ali Mohammed Bujsaim (UAE)	1998_FRANCE_FS.htm
79500	Nigeria	Denmark	4-Jan	FALSE	FALSE	1/8 FINAL	FALSE	1998	28-06-1998 (21:00 h)	21:00	"Stade de France (Saint-Denis , Paris)"	Urs Meier (SWI)	1998_FRANCE_FS.htm
35000	Germany	Mexico	1-Feb	FALSE	FALSE	1/8 FINAL	FALSE	1998	29-06-1998 (16:30 h)	16:30	Stade de la Mosson (Montpellier)	VÌÄå_tor Manuel Melo Pereira (POR)	1998_FRANCE_FS.htm
37500	Netherlands	Yugoslavia	1-Feb	FALSE	FALSE	1/8 FINAL	FALSE	1998	29-06-1998 (21:00 h)	21:00	Stade Municipal (Toulouse)	JosÌÄå© MarÌÄå_a GarcÌÄå_a-Aranda (SPA)	1998_FRANCE_FS.htm
34700	Romania	Croatia	0-1	FALSE	FALSE	1/8 FINAL	FALSE	1998	30-06-1998 (16:30 h)	16:30	Parc Lescure (Bordeaux)	Javier Alberto Castrilli (ARG)	1998_FRANCE_FS.htm
35500	Argentina	England	2-Feb	FALSE	1-0 (Berti); 1-1 (Shearer) / 1-1 (Crespo [saved]); 1-1 (Ince [saved]) / 2-1 (VerÌÄå_n); 2-2 (Merson) / 3-2 (Gallardo); 3-3 (Owen) / 4-3 (Ayala); 4-3 (Batty [saved])	1/8 FINAL	FALSE	1998	30-06-1998 (21:00 h)	21:00	Geoffroy Guichard (Saint-ÌÄåätienne)	Kim Milton Nielsen (DEN)	1998_FRANCE_FS.htm
77000	Italy	France	-	FALSE	0-1 (Zidane); 1-1 (R. Baggio) / 1-1 (Lizarazu [saved]); 1-1 (Albertini [saved]) / 1-2 (TrÌÄå©zÌÄå©guet); 2-2 (Costacurta) / 2-3 (Henry); 3-3 (Vieri) / 3-4 (Blanc); 3-4 (Di Biagio [out])	1/4 FINAL	FALSE	1998	3-07-1998 (16:30 h)	16:30	"Stade de France (Saint-Denis , Paris)"	Hugh Dallas (SCO)	1998_FRANCE_FS.htm
35500	Brazil	Denmark	2-Mar	FALSE	FALSE	1/4 FINAL	FALSE	1998	3-07-1998 (21:00 h)	21:00	La Beaujoire (Nantes)	Gamal el-Ghandour (EGY)	1998_FRANCE_FS.htm
55000	Netherlands	Argentina	1-Feb	FALSE	FALSE	1/4 FINAL	FALSE	1998	4-07-1998 (16:30 h)	16:30	VÌÄå©lodrome (Marseille)	Arturo Brizio Carter (MEX)	1998_FRANCE_FS.htm
39100	Germany	Croatia	0-3	FALSE	FALSE	1/4 FINAL	FALSE	1998	4-07-1998 (21:00 h)	21:00	Stade de Gerland (Lyon)	Rune Pedersen (NOR)	1998_FRANCE_FS.htm
54000	Brazil	Netherlands	1-Jan	FALSE	1-0 (Ronaldo); 1-1 (F. de Boer) / 2-1 (Rivaldo); 2-2 (Bergkamp) / 3-2 (ÌÄåämerson); 3-2 (Cocu [saved]) / 4-2 (Dunga); 4-2 (R. de Boer [saved])	1/2 FINAL	FALSE	1998	7-07-1998 (21:00 h)	21:00	VÌÄå©lodrome (Marseille)	Ali Mohammed Bujsaim (UAE)	1998_FRANCE_FS.htm
76000	France	Croatia	1-Feb	FALSE	FALSE	1/2 FINAL	FALSE	1998	8-07-1998 (21:00 h)	21:00	"Stade de France (Saint-Denis , Paris)"	JosÌÄå© MarÌÄå_a GarcÌÄå_a-Aranda (SPA)	1998_FRANCE_FS.htm
45500	Croatia	Netherlands	1-Feb	FALSE	FALSE	PLACES 3-4	FALSE	1998	11-07-1998 (21:00 h)	21:00	Parc des Princes (Paris)	Epifanio GonzÌÄåÁlez ChÌÄåÁvez (PAR)	1998_FRANCE_FS.htm
75000	France	Brazil	Mar-00	FALSE	FALSE	FINAL ROUND	FALSE	1998	12-07-1998 (21:00 h)	21:00	"Stade de France (Saint-Denis, Paris)"	SaÌÄåød Belqola (MOR)	1998_FRANCE_FS.htm
73780	Argentina	Cameroon	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1990	8-06-1990 (18:00 h)	18:00	Giuseppe Meazza (Milano)	Michel Vautrot (FRA)	1990_ITALY_FS.htm
42907	Soviet Union	Romania	0-2	FALSE	FALSE	GROUP STAGE	FALSE	1990	9-06-1990 (17:00 h)	17:00	San Nicola (Bari)	Juan Daniel Cardellino (URU)	1990_ITALY_FS.htm
30791	United Arab Emirates	Colombia	0-2	FALSE	FALSE	GROUP STAGE	FALSE	1990	9-06-1990 (17:00 h)	17:00	Renato dall'Ara (Bologna)	George Courtney (ENG)	1990_ITALY_FS.htm
72303	Italy	Austria	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	9-06-1990 (21:00 h)	21:00	Stadio Olimpico (Roma)	JosÌÄå© Roberto Wright (BRA)	1990_ITALY_FS.htm
33266	USA	Czechoslovakia	5-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	10-06-1990 (17:00 h)	17:00	Stadio Comunale (Firenze)	Kurt RÌÄå_thlisberger (SWI)	1990_ITALY_FS.htm
62628	Brazil	Sweden	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1990	10-06-1990 (21:00 h)	21:00	Stadio delle Alpi (Torino)	Tullio Lanese (ITA)	1990_ITALY_FS.htm
74765	FRG	Yugoslavia	1-Apr	FALSE	FALSE	GROUP STAGE	FALSE	1990	10-06-1990 (21:00 h)	21:00	Giuseppe Meazza (Milano)	Peter Mikkelsen (DEN)	1990_ITALY_FS.htm
30867	Costa Rica	Scotland	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	11-06-1990 (17:00 h)	17:00	Luigi Ferraris (Genova)	Juan Carlos Loustau (ARG)	1990_ITALY_FS.htm
35238	England	Ireland	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	11-06-1990 (21:00 h)	21:00	Sant'Elia (Cagliari)	Aron Schmidhuber (FRG)	1990_ITALY_FS.htm
32790	Belgium	South Korea	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	12-06-1990 (17:00 h)	17:00	Marc'Antonio Bentegodi (Verona)	Vincent Mauro (USA)	1990_ITALY_FS.htm
33288	Netherlands	Egypt	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	12-06-1990 (21:00 h)	21:00	La Favorita (Palermo)	Emilio Soriano AladrÌÄå©n (SPA)	1990_ITALY_FS.htm
35713	Uruguay	Spain	-	FALSE	FALSE	GROUP STAGE	FALSE	1990	13-06-1990 (17:00 h)	17:00	Stadio Friuli (Udine)	Helmut Kohl (AUT)	1990_ITALY_FS.htm
55759	Argentina	Soviet Union	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	13-06-1990 (21:00 h)	21:00	San Paolo (Napoli)	Erik Fredriksson (SWE)	1990_ITALY_FS.htm
38687	Cameroon	Romania	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1990	14-06-1990 (17:00 h)	17:00	San Nicola (Bari)	HernÌÄåÁn MartÌÄå_n Silva Arce (CHI)	1990_ITALY_FS.htm
32257	Yugoslavia	Colombia	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	14-06-1990 (17:00 h)	17:00	Renato dall'Ara (Bologna)	Luigi Agnolin (ITA)	1990_ITALY_FS.htm
73423	Italy	USA	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	14-06-1990 (21:00 h)	21:00	Stadio Olimpico (Roma)	Edgardo Codesal (MEX)	1990_ITALY_FS.htm
38962	Austria	Czechoslovakia	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1990	15-06-1990 (17:00 h)	17:00	Stadio Comunale (Firenze)	George Smith (SCO)	1990_ITALY_FS.htm
71167	FRG	United Arab Emirates	1-May	FALSE	FALSE	GROUP STAGE	FALSE	1990	15-06-1990 (21:00 h)	21:00	Giuseppe Meazza (Milano)	Aleksej Spirin (USSR)	1990_ITALY_FS.htm
58007	Brazil	Costa Rica	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	16-06-1990 (17:00 h)	17:00	Stadio delle Alpi (Torino)	Neji Jouini (TUN)	1990_ITALY_FS.htm
35267	England	Netherlands	-	FALSE	FALSE	GROUP STAGE	FALSE	1990	16-06-1990 (17:00 h)	17:00	Sant'Elia (Cagliari)	Zoran PetroviÌãåà (YUG)	1990_ITALY_FS.htm
31823	Sweden	Scotland	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	16-06-1990 (21:00 h)	21:00	Luigi Ferraris (Genova)	Carlos Antonio Maciel (PAR)	1990_ITALY_FS.htm
32733	South Korea	Spain	3-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	17-06-1990 (21:00 h)	21:00	Stadio Friuli (Udine)	ElÌÄå_as JÌÄåÁcome (ECU)	1990_ITALY_FS.htm
33759	Belgium	Uruguay	1-Mar	FALSE	FALSE	GROUP STAGE	FALSE	1990	17-06-1990 (21:00 h)	21:00	Marc'Antonio Bentegodi (Verona)	Siegfried Kirschen (GDR)	1990_ITALY_FS.htm
33288	Ireland	Egypt	-	FALSE	FALSE	GROUP STAGE	FALSE	1990	17-06-1990 (21:00 h)	21:00	La Favorita (Palermo)	Marcel van Langenhove (BEL)	1990_ITALY_FS.htm
37307	Cameroon	Soviet Union	0-4	FALSE	FALSE	GROUP STAGE	FALSE	1990	18-06-1990 (21:00 h)	21:00	San Nicola (Bari)	JosÌÄå© Roberto Wright (BRA)	1990_ITALY_FS.htm
52733	Argentina	Romania	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	18-06-1990 (21:00 h)	21:00	San Paolo (Napoli)	Carlos Alberto da Silva Valente (POR)	1990_ITALY_FS.htm
72510	FRG	Colombia	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	19-06-1990 (17:00 h)	17:00	Giuseppe Meazza (Milano)	Alan Snoddy (NIR)	1990_ITALY_FS.htm
27833	Yugoslavia	United Arab Emirates	1-Apr	FALSE	FALSE	GROUP STAGE	FALSE	1990	19-06-1990 (17:00 h)	17:00	Renato dall'Ara (Bologna)	Shizuo Takada (JAP)	1990_ITALY_FS.htm
34857	Austria	USA	1-Feb	FALSE	FALSE	GROUP STAGE	FALSE	1990	19-06-1990 (21:00 h)	21:00	Stadio Comunale (Firenze)	Jamal al-Sharif (SYR)	1990_ITALY_FS.htm
73303	Italy	Czechoslovakia	Feb-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	19-06-1990 (21:00 h)	21:00	Stadio Olimpico (Roma)	JoÌÄåÇl Quiniou (FRA)	1990_ITALY_FS.htm
62502	Brazil	Scotland	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	20-06-1990 (21:00 h)	21:00	Stadio delle Alpi (Torino)	Helmut Kohl (AUT)	1990_ITALY_FS.htm
30223	Sweden	Costa Rica	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	20-06-1990 (21:00 h)	21:00	Luigi Ferraris (Genova)	Zoran PetroviÌãåà (YUG)	1990_ITALY_FS.htm
29039	South Korea	Uruguay	0-1	FALSE	FALSE	GROUP STAGE	FALSE	1990	21-06-1990 (17:00 h)	17:00	Stadio Friuli (Udine)	Tullio Lanese (ITA)	1990_ITALY_FS.htm
35950	Belgium	Spain	2-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	21-06-1990 (17:00 h)	17:00	Marc'Antonio Bentegodi (Verona)	Juan Carlos Loustau (ARG)	1990_ITALY_FS.htm
34959	England	Egypt	Jan-00	FALSE	FALSE	GROUP STAGE	FALSE	1990	21-06-1990 (21:00 h)	21:00	Sant'Elia (Cagliari)	Kurt RÌÄå_thlisberger (SWI)	1990_ITALY_FS.htm
33288	Ireland	Netherlands	1-Jan	FALSE	FALSE	GROUP STAGE	FALSE	1990	21-06-1990 (21:00 h)	21:00	La Favorita (Palermo)	Michel Vautrot (FRA)	1990_ITALY_FS.htm
50026	Cameroon	Colombia	1-Feb	FALSE	FALSE	1/8 FINAL	FALSE	1990	23-06-1990 (17:00 h)	17:00	San Paolo (Napoli)	Tullio Lanese (ITA)	1990_ITALY_FS.htm
47673	Czechoslovakia	Costa Rica	1-Apr	FALSE	FALSE	1/8 FINAL	FALSE	1990	23-06-1990 (21:00 h)	21:00	San Nicola (Bari)	Siegfried Kirschen (GDR)	1990_ITALY_FS.htm
61381	Brazil	Argentina	0-1	FALSE	FALSE	1/8 FINAL	FALSE	1990	24-06-1990 (17:00 h)	17:00	Stadio delle Alpi (Torino)	JoÌÄåÇl Quiniou (FRA)	1990_ITALY_FS.htm
74559	FRG	Netherlands	1-Feb	FALSE	FALSE	1/8 FINAL	FALSE	1990	24-06-1990 (21:00 h)	21:00	Giuseppe Meazza (Milano)	Juan Carlos Loustau (ARG)	1990_ITALY_FS.htm
